"Peak id","Mass","RT","P8.mzXML","P9.mzXML","P10.mzXML","P1.mzXML","P2.mzXML","P3.mzXML","P4.mzXML","P5.mzXML","P6.mzXML","P7.mzXML","B6.mzXML","B7.mzXML","B8.mzXML","B9.mzXML","B10.mzXML","B1.mzXML","B2.mzXML","B3.mzXML","B4.mzXML","B5.mzXML","Polarity","FrAnK Annotation","PiMP Annotation","InChI Key"
"1406","284.0469","460.85","8720.02","7196.42","9407.32","5899.06","6293.32","7409.89","6718.89","7273.58","NA","7733.18","6846.39","6455.21","7711.25","9105.56","7665.75","6869.33","7731.96","7407.78","7904.93","6250.52","positive","No Fragments","",""
"1407","392.1907","459.32","7020.91","2934.38","4155.18","1902.44","NA","NA","NA","2557.07","NA","NA","6485.52","4874.22","7677.82","9194.23","5468.74","5294.26","5837.45","4651.92","5790.8","4992.5","positive","No Fragments","",""
"1408","229.0645","459.32","8091.34","4934.15","6872.12","3494.53","5087.19","3274.88","5296.44","5251.54","4340.28","4728.5","6242.38","4638.22","8058.19","6887.3","5490.68","5655.91","6018.51","4935.58","7799.67","5924.47","positive","No Fragments","",""
"1409","619.3283","585.8","42255.67","18599.09","29446.31","10714.62","14092","12767.18","10520.56","11552.14","4794.23","5649.97","11016.21","7996.33","11362.52","13465.17","5350.55","8115.51","8133.62","5790.66","9908.93","7187.95","positive","No Fragments","Pateamine","DSPNTLCJTJBXTD-IRNRRZNASA-N"
"1410","377.2147","780.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","7042.2","6290.36","7551.39","6367.73","3428.74","5450.55","5746.96","5806.65","5904.63","5704.3","positive","No Fragments","17beta-Hydroxy-7alpha-mercaptoandrost-4-en-3-one 7-propionate","HONIPOFOKOETAA-MUVPWNSGSA-N"
"1411","150.0584","430.41","26202.84","30635.74","23899.57","40801.01","31127.29","30017.6","36066.52","36824.26","14050.61","22321.08","947.33","4196.53","1137.58","902.71","1063.13","1093.26","1769.27","857.8","682.83","744.65","positive","No Fragments","D-Methionine,L-Methionine,Methionine,Penicillamine,Racemethionine","FFEARJCKVFRZRR-BYPYZUCNSA-N,FFEARJCKVFRZRR-SCSAIBSYSA-N,FFEARJCKVFRZRR-UHFFFAOYNA-N,FFEARJCKVFRZRR-UHFFFAOYSA-N,VVNCNSJFMMFHPL-UHFFFAOYSA-N,VVNCNSJFMMFHPL-VKHMYHEASA-N"
"1412","257.1132","551.39","6713.47","NA","NA","4186.47","2640.47","NA","NA","NA","NA","2785.87","31232.36","11753.26","21684.94","33057.8","26549.4","26105.55","30073.99","18307.06","39368.43","35344.77","positive","No Fragments","1-(beta-D-Ribofuranosyl)-1,4-dihydronicotinamide,1-(beta-D-Ribofuranosyl)-1,4-dihydronicotinamide ,Succinylproline","MAKBMGXNXXXBFE-TURQNECASA-N,NEBOPDYAXPDYHQ-LURJTMIESA-N"
"1413","351.1711","550.85","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","11813.97","12705.11","14859.86","14751.77","7037.71","15202.56","14387.85","15991.14","12350.14","12245.77","positive","No Fragments","1-Dehydroprogesterone,16,17-didehydroprogesterone,16-Dehydroprogesterone,17-Allylestra-1,3,5(10)-triene-3,17beta-diol,18-hydroxypregna-1,4,20-trien-3-one,19-epi-Cathenamine,3-Methoxy-19-nor-17alpha-pregna-1,3,5(10),20-tetraen-17-ol,3-Methoxy-19-norpregna-1,3,5(10)-trien-20-one,4-(3,5-Diphenylcyclohexyl)phenol,9-Chloro-17beta-hydroxy-17-methylandrost-4-ene-3,11-dione,Cathenamine,Delta(1)-progesterone,Dydrogesterone,Ethisterone,Koenigine,Levonorgestrel,Norgestrel,Perakine,Polyneuridine aldehyde,Pregna-4,11-diene-3,20-dione,Pregna-4,9(11)-diene-3,20-dione,Tetrahydrogestrinone,Vomilenine,pregna-4,9(11)-diene-3,20-dione","BERYBAUEDCRDKM-FDHUPVAHSA-N,BFJGDRRSEQORFA-MJCUULBUSA-N,BRJNQOSDCDNITN-WBOATDDDSA-N,BXTHVTLKWJZGAA-ODYMNIRHSA-N,BXTHVTLKWJZGAA-YFROIQMUSA-N,CHNXZKVNWQUJIB-CEGNMAFCSA-N,CHNXZKVNWQUJIB-ZFHCACHCNA-N,CZZZOTXCAIDYOZ-UHFFFAOYSA-N,GDXJMOGWONJRHL-FXRWJBKJSA-N,ILVARFYPEVEZSJ-SSSFQFABSA-N,JGMOKGBVKVMRFX-HQZYFCCVSA-N,LCXMRSLFWMMCAS-GAYSYORFSA-N,LCXMRSLFWMMCAS-WRJHFWDFSA-N,LPXBEBAANZZYRB-HIQBCGIASA-N,OXHNQTSIKGHVBH-ANULTFPQSA-N,QIEPWCSVQYUPIY-LEKSSAKUSA-N,VRRHHTISESGZFN-RKFFNLMFSA-N,WWYNJERNGUHSAO-XUDSTZEESA-N,XEKBJRSLNPZRAN-MJCUULBUSA-N,XMUAORABVRJUDU-LEKSSAKUSA-N,XRYZUTZZFFLDKN-MWTXUKJESA-N,XSJLXZULZZXNJI-UHFFFAOYSA-N"
"1414","211.1124","285.25","6229.59","11633.88","19261.63","17883.6","25831.52","27121.44","39101.36","16307.43","21471.5","23425.46","10958.75","12566.98","13475.72","11985.14","15939.24","12637.5","16434.69","14952.37","14448.45","12486.13","positive","No Fragments","",""
"1415","71.1206","230.29","8488.64","7862.63","11098.25","10209.76","12066.83","11583.04","15218.08","12989.47","11645.46","15317.39","9587.01","10458.89","9212.83","6836.13","8261.09","39057.6","9483.18","9919.22","9801.41","7456.85","positive","No Fragments","",""
"1416","148.1099","1207.01","38380.88","26046.29","22834.6","23092.63","23587.86","20657.47","20840.49","23324.56","20100.36","22068.91","9542.06","7512.54","10128.37","11907.81","7430.66","10013.01","12165.24","8767.84","11888.32","9461.89","positive","No Fragments","2E-Hexene,Cyclohexane,Methylcyclopentane,gamma-Coniceine","GDOPTJXRTPNYNR-UHFFFAOYSA-N,PQSOVRNZJIENNW-UHFFFAOYSA-N,RYPKRALMXUUNKS-HWKANZROSA-N,XDTMQSROBMDMFD-UHFFFAOYSA-N"
"1417","293.2183","1205.11","16197.63","8548.4","7645.24","8363.05","6826.59","8015.79","9582.62","10355.28","5770.97","7516.65","NA","NA","975.85","1612.25","NA","NA","928.85","NA","NA","NA","positive","No Fragments","",""
"1418","399.157","1205.04","11377.59","11820.48","9195.92","10412.61","6606.93","5259.02","9085.93","6813.38","6699.52","10045.24","NA","NA","1605.07","2926.28","1400.09","2166.7","2430.37","843.01","1792.1","1954.22","positive","No Fragments","19-Oic-deoxycorticosterone,7-Methylrosmanol,Aldosterone,Aldosterone hemiacetal,Cinerin II,Cortisone,Kanzonol V,Prednisolone,Tricyclodehydroisohumulone,prednisolone","AKOSXIFOBUWPLU-UHFFFAOYSA-N,FZQFCXBBPNGZEI-QZHPCCELSA-N,MFJWBSPRMQOETE-UHFFFAOYNA-N,MFYSYFVPBJMHGN-ZPOLXVRWSA-N,OIGNJSKKLXVSLS-VWUMJDOOSA-N,PQSUYGKTWSAVDQ-SRPWZAMTSA-N,PQSUYGKTWSAVDQ-ZVIOFETBSA-N,QUQBHBRVKLEOEI-UBWIUKTRSA-N,RUPOMAOZPOVHQZ-TTYNRZOGSA-N,SHCRDCOTRILILT-WOBDGSLYSA-N,XNPVHIQPSAZTLC-UHFFFAOYSA-N"
"1419","226.0863","1205.99","9404.75","6205.04","6349.24","6468.28","6750.33","9232.42","6518.5","5962.12","5092.07","6135.48","3299.1","1851.28","2840.38","2660.06","1900.44","2319.47","3281.05","1623.27","2905.64","2946.25","positive","No Fragments","(E)-4-Nitrostilbene,1-Hydroxy-10-methylacridone,2-Hydroxydibenzofuran,6-Methoxy-9H-carbazole-3-carboxaldehyde,Aziprotryne,Dibenzo-p-dioxin,Methyl 3-carbazolecarboxylate,Mukolidine,Murrayanine","AFIIBUOYKYSPKB-UHFFFAOYSA-N,FWNZQNAJETXQPP-UHFFFAOYSA-N,HGIDRHWWNZRUEP-UHFFFAOYSA-N,KSTPFEFAPRYLOZ-UHFFFAOYSA-N,LZXXHWWSVRIDGR-UHFFFAOYSA-N,MPGLRLBJCNRDKU-UHFFFAOYSA-N,NFBOHOGPQUYFRF-UHFFFAOYSA-N,NHYDBJFGZCQFEO-UHFFFAOYSA-N,ZISCOWXWCHUSMH-VOTSOKGWSA-N"
"1420","528.8107","221.92","9312.08","NA","5417.58","NA","NA","NA","NA","4531.17","NA","NA","23775.74","28697","24703.03","24884.89","28465.55","37751.52","25733.9","24975.46","22027.77","20416.63","positive","No Fragments","",""
"1421","214.09","257.77","28943.36","25217.73","15025.3","37749.07","20931.38","19908.04","17113.71","15391.01","14661.08","19514.4","21651.59","17532.45","21798.16","22017.74","20393.89","22882.01","17571.69","36321.46","18918.85","18387.74","positive","No Fragments","2-(4-Methyl-5-thiazolyl)ethyl butanoate,2-(4-Methyl-5-thiazolyl)ethyl isobutyrate","GDRZNYCKSKHESZ-UHFFFAOYSA-N,KMEDDQQKAPHCLF-UHFFFAOYSA-N"
"1422","266.1613","1263.72","36657.89","20506.54","22223.31","14206.72","8725.8","10116.15","11186.43","12992.4","9472.28","9983.43","11554.59","8926.17","18620.32","20987.25","9267.42","9213.25","18988.58","10549.86","16617.86","9704.43","positive","No Fragments","",""
"1423","252.0956","618.52","26163.31","22551.96","19708.78","11522.48","17548.18","13553.99","12477.68","12848.03","12311.76","13298.5","31004.56","21655.1","36006.2","35827.13","17894.69","24707.92","26686.64","26215.76","30592.95","25945.35","positive","No Fragments","Asparaginyl-Proline,Glycyl-Hydroxyproline,L-glycyl-L-hydroxyproline ,N-Acetylglutamine,Prolyl-Asparagine","GADKFYNESXNRLC-UHFFFAOYSA-N,JQOHKCDMINQZRV-UHFFFAOYSA-N,KSMRODHGGIIXDV-UHFFFAOYSA-N,ZJQXGJBINIMBOY-UHFFFAOYSA-N"
"1424","257.0569","623","3575.45","NA","2640.88","NA","NA","NA","NA","NA","NA","NA","4967.92","3436.31","4652.83","5549.85","3187.03","4036.51","4937.86","3603.01","4990.06","3812.34","positive","No Fragments","(R)-Bitalin A,1,6-Dihydroxypyrene,1,8-Dihydroxypyrene,1-Hydroxypyrene-6,7-oxide,1-Hydroxypyrene-7,8-oxide,4,5-Dihydroxypyrene,Cysteinyl-Hydroxyproline,Dihydroeuparin,Eupatoriochromene,Hydroxyprolyl-Cysteine,Toxol","DTCRAYVKSFZQIQ-UHFFFAOYSA-N,FHJSLVLVJPGFRY-GFCCVEGCSA-N,ICDHGNQFNWCXKM-UHFFFAOYSA-N,JQNFSWJEERESHM-UHFFFAOYSA-N,JRWKMIYLVXKKAN-UHFFFAOYNA-N,KLWGBGFNUZJVQM-UHFFFAOYSA-N,KWZYQHQNOWRQRG-OLZOCXBDSA-N,MCPCTMSTXTVYSJ-UHFFFAOYSA-N,RQJSAJJBBSJUFF-UHFFFAOYSA-N,SVUVYHFYZBCYRF-UHFFFAOYSA-N,UKDSXSFLFJKPSJ-UHFFFAOYSA-N"
"1425","317.269","239.73","11065.9","25150.93","35882.52","10160.26","14668.83","10639.14","8853.4","7521.54","10519.32","7157.84","9333.57","4983.52","12494.78","25607.19","7939.09","15950.96","13315.9","8974.41","14100.22","16240.3","positive","No Fragments","(+)-15,16-Dihydroxyoctadecanoic acid,(9R,10R)-Dihydroxyoctadecanoic acid,(9S,10S)-9,10-Dihydroxyoctadecanoate,(9S,10S)-9,10-dihydroxyoctadecanoate,(9S,10S)-9,10-dihydroxyoctadecanoic acid,10,11-dihydroxy stearic acid,11,12-dihydroxy stearic acid,12,13-dihydroxy stearic acid,15,16-dihydroxy-octadecanoic acid,2,3-dihydroxy stearic acid,4,14-dihydroxy-octadecanoic acid,5,6-dihydroxy stearic acid,6,7-dihydroxy stearic acid,7,8-dihydroxy stearic acid,8,9-dihydroxy stearic acid,9,10-Dihydroxystearate,9,10-dihydroxy stearic acid,9,12-dihydroxy stearic acid,9,14-dihydroxy-octadecanoic acid,9R,10S-dihydroxy-stearic acid,9S,10R-dihydroxy-stearic acid,MG(0:0/15:0/0:0),MG(15:0/0:0/0:0)","AZZCJRLYIUPWQJ-UHFFFAOYSA-N,BXMZIUSKYCZVAK-UHFFFAOYSA-N,CJKWEXKSSFUTCE-UHFFFAOYSA-N,HAJRXPMGHGMWRY-UHFFFAOYSA-N,JIUABTQMUFTVLS-UHFFFAOYSA-N,LSFLNLHTOKKPHT-UHFFFAOYNA-N,LSFLNLHTOKKPHT-UHFFFAOYSA-N,MLYHYWRMEKZFCF-UHFFFAOYSA-N,PEUSBAXOWSDDBR-UHFFFAOYSA-N,QSKPZDMBULYMDQ-KRWDZBQOSA-N,SJUYTIGRIZBTCI-UHFFFAOYSA-N,UAZFXPRZXKJSFJ-UHFFFAOYSA-N,UHSVJNCEYVVOCB-UHFFFAOYSA-N,VAAGTTZMSIIGFU-UHFFFAOYSA-N,VACHUYIREGFMSP-DLBZAZTESA-N,VACHUYIREGFMSP-IAGOWNOFSA-N,VACHUYIREGFMSP-IRXDYDNUSA-N,VACHUYIREGFMSP-SJORKVTESA-N,VACHUYIREGFMSP-UHFFFAOYSA-N,YJVZPARIUKDPFS-UHFFFAOYSA-N"
"1426","223.0639","236.99","11113.24","13307.16","8753.22","14025.9","33657.66","20176.31","7807.33","10174.19","9586.55","9067.49","33304.39","15503.49","16421.03","25340.32","13729.05","10625.11","35694.21","15692.52","18223.75","18728.83","positive","No Fragments","(E)-1-Propenyl 1-(propylthio)propyl disulfide,1-(1-Propenylthio)propyl propyl disulfide,2,2,4,4,6,6-Hexamethyl-1,3,5-trithiane,2,4,6-Triethyl-1,3,5-trithiane,2-(3'-Methylthio)propylmalic acid,3-(3'-Methylthio)propylmalic acid","HWAMRUBZEUCVAJ-QPJJXVBHNA-N,NBNWHQAWKFYFKI-UHFFFAOYSA-N,PHQSYHLEPPMJSU-UHFFFAOYSA-N,SQXVIIOPMYSNCP-UHFFFAOYSA-N,WLOKFRZXOVZGIN-UHFFFAOYSA-N,ZJSMHYXMALNRQK-VMPITWQZNA-N"
"1427","297.0829","232.31","8781.71","8426.87","7936.05","13074.94","30254.14","17532.97","5812.4","11056.81","7554.99","7982.88","26401.77","13393.78","10186.4","14225.17","8509.11","5342.45","20741.27","9401.3","12550.94","12957.2","positive","No Fragments","",""
"1428","393.2982","212.23","NA","4710.56","4441.48","NA","NA","NA","NA","NA","NA","NA","25655.52","30540.68","34747.21","18512.08","27204.94","18065","18685.91","29027.4","17566.71","16116.31","positive","No Fragments","(-)-Jamine,Di(2-ethylhexyl) adipate,Diethylhexyl adipate,Dioctyl hexanedioate,Docosanedioate,Docosanedioic acid","DGXRZJSPDXZJFG-UHFFFAOYSA-N,GFDFZTFQPIBNSQ-QJWLDCQISA-N,NEHDRDVHPTWWFG-UHFFFAOYSA-N,SAOKZLXYCUGLFA-UHFFFAOYNA-N,SAOKZLXYCUGLFA-UHFFFAOYSA-N"
"1429","477.3921","210.31","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","16029.99","19429.09","18802.21","10178.21","16535.82","12539.19","11672.68","14418.68","10445.18","10160.01","positive","No Fragments","",""
"1430","505.4232","209.43","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","12610.88","14463.71","13767.03","6502.14","11092.75","8946.43","8408.44","12987.69","6936.68","7819.7","positive","No Fragments","Triacontanedioic acid","JADFUOUIMWDTFX-UHFFFAOYSA-N"
"1431","245.0957","427.5","5786.97","3428.64","4305.93","3347.95","2814.72","28818.2","2410.12","2403.3","1490.47","1255.67","4680.08","34300.29","3765.8","5637.96","2826.83","3891.96","4028.23","3575.55","4459.04","4172.95","positive","No Fragments","Biotin","YBJHBAHKTGYVGT-ZKWXMUAHSA-N"
"1432","221.0345","647.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","24176.26","10647.97","20107.02","31114.66","20210.27","20131.21","17078.41","14567.24","34080.67","22412.45","positive","No Fragments","Diisopropyl phosphate","WZPMZMCZAGFKOC-UHFFFAOYSA-N"
"1433","266.6584","878.54","32883.32","6475.17","17794.01","9119.48","6034.08","6315.75","3774.02","6992.01","2261.18","3482.28","27034.75","16075.96","23305.53","27092.71","9184.99","17239.4","17506.21","16985.78","20357.92","16348.86","positive","No Fragments","",""
"1434","532.3093","879.43","11306.85","3377.68","8750.67","3702.29","3157.53","3313.99","1265.81","3148.19","1658.73","1529.55","10968.54","7870.09","7595.57","12070.43","1531.39","8265.45","7278.9","7094.32","8031.86","7162.31","positive","No Fragments","",""
"1435","250.1164","338.12","24464.4","14568.16","18630.9","13159.45","11648.27","11573.1","9888.37","9643.46","9643.57","10351.29","28124.77","23307.18","25940.8","31510.29","19484.45","23548.98","26664.63","22764.62","22089.42","22768.62","positive","No Fragments","Alanyl-Proline,Prolyl-Alanine","FELJDCNGZFDUNR-UHFFFAOYSA-N,WPWUFUBLGADILS-UHFFFAOYSA-N"
"1436","214.1299","732.34","31407.35","18714.72","7157.39","9854.62","7636.91","19286.31","11897.8","16424.44","NA","11661.18","13616.28","19373.97","17588.64","9504.02","8181.16","14256.84","10823.09","18920.27","26540.37","19137.63","positive","No Fragments","L-Capreomycidine,L-Enduracididine","XHNWDEHKMJLKGG-DMTCNVIQSA-N"
"1437","241.1159","838.18","29913.75","20895.15","26192.23","27470.15","19576.87","22877.23","22751.95","26397.63","21471.3","25479.85","927.33","942.73","991.13","1719.11","NA","1502.03","1704.39","1238.46","2009.6","1462.77","positive","No Fragments","Anthopleurine,D-Lysopine,Isoleucyl-Serine,L-Lysopine,Leucyl-Serine,Meprobamate,N-Methyl-1-deoxynojirimycin,Pantothenamide,Serinyl-Isoleucine,Serinyl-Leucine,Threoninyl-Valine,Valyl-Threonine","AAKDPDFZMNYDLR-UHFFFAOYNA-N,AMMYIDAXRNSZSJ-UHFFFAOYSA-N,BXLYSRPHVMCOPS-UHFFFAOYSA-N,CKHWEVXPLJBEOZ-UHFFFAOYSA-N,GVRKWABULJAONN-UHFFFAOYSA-N,NFDYGNFETJVMSE-UHFFFAOYSA-N,NPPQSCRMBWNHMW-UHFFFAOYSA-N,TWVKGYNQQAUNRN-UHFFFAOYSA-N,XGDCYUQSFDQISZ-UHFFFAOYSA-N,ZOPACRMLVDFSGJ-NTSWFWBYSA-N,ZZYYVZYAZCMNPG-RQJHMYQMSA-N,ZZYYVZYAZCMNPG-UHFFFAOYNA-N"
"1438","210.1215","455.21","28929.28","14613.66","20395.93","11823.11","8679.5","6291.38","7120.82","8942.06","NA","7815.2","7401.09","6168.1","7640.55","10759.38","8877.75","8802.29","7066.24","8393.82","9646.17","8342.5","positive","No Fragments","(2R,3R)-3-Methylornithine,(3S)-3,6-Diaminohexanoate,(3S,5S)-3,5-Diaminohexanoate,2,5-Diaminohexanoate,D-Lysine,L-Lysine,Lysine","CEVCRLBFUJAKOG-UHFFFAOYSA-N,HYUPFEBCCJWDJX-RFZPGFLSSA-N,KDXKERNSBIXSRK-RXMQYKEDSA-N,KDXKERNSBIXSRK-UHFFFAOYSA-N,KDXKERNSBIXSRK-YFKPBYRVSA-N,NGDLSXMSQYUVSJ-WHFBIAKZSA-N,QKEWQOJCHPFEAF-YFKPBYRVSA-N"
"1439","106.1595","462.21","23446.58","18009.04","16318.39","22506.2","17782.73","13212.16","22975.24","22939.93","15485.16","28575.68","4197.84","7518.54","6484.37","6941.06","8678.34","5406.74","6402.91","5471.76","5366.34","6031.15","positive","No Fragments","",""
"1440","171.0766","459.05","8974.84","5775.15","10099.26","8216.58","5567.27","9747.21","9722.93","9669.38","10870.67","12015.1","6929.94","4994.71","5338.5","6288.21","6151.49","7214.2","5022.31","5198.38","5862.89","4513.91","positive","No Fragments","1-Pyrroline-4-hydroxy-2-carboxylate,4-Oxoproline,5-Oxo-D-proline,5-Oxoprolinate,L-1-Pyrroline-3-hydroxy-5-carboxylate,N-Acryloylglycine,N-Nitrosoguvacoline,Pidolic acid,Pyroglutamic acid,Pyrrolidonecarboxylic acid,Pyrroline hydroxycarboxylic acid,dimethadione","AOMLMYXPXUTBQH-UHFFFAOYSA-N,HFXAFXVXPMUQCQ-BYPYZUCNSA-N,JYJFNDQBESEHJQ-UHFFFAOYSA-N,LZCXCXDOGAEFQX-UHFFFAOYSA-N,NXEUEKXJAAVKCT-UHFFFAOYSA-N,ODHCTXKNWHHXJC-GSVOUGTGSA-N,ODHCTXKNWHHXJC-UHFFFAOYNA-N,ODHCTXKNWHHXJC-UHFFFAOYSA-N,ODHCTXKNWHHXJC-VKHMYHEASA-N,WFOFKRKDDKGRIK-DMTCNVIQSA-N,WFOFKRKDDKGRIK-UHFFFAOYSA-N"
"1441","126.0816","803.53","6842.72","28305.1","9981.23","8075.48","8509.87","9921","7517.62","14129.43","12950.9","11438.52","4334.27","6157.01","6210.7","5342.56","5079.6","6796.53","6111.94","6094.17","5840.75","5944.21","positive","No Fragments","",""
"1442","417.2216","237.34","7569.18","8505.29","8338.22","14911.91","16014.75","17789.4","28118.4","23840.8","17015.69","23654.64","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","positive","No Fragments","",""
"1443","525.1833","808.27","23351.94","24450.77","17432.31","23965.63","16151.92","19291.87","23059.44","25420.78","20759.81","27903.05","NA","NA","NA","1946.44","NA","NA","NA","NA","708.77","NA","positive","No Fragments","Hydromorphone 3-beta-O-glucuronide,Hydromorphone-3-glucuronide,Morphine-3-glucuronide,Morphine-6-glucuronide","GNJCUHZOSOYIEC-GAROZEBRSA-N,GNJCUHZOSOYIEC-KKOFNFHENA-N,VLSHIBYUEOPPRX-MIPBTCAHNA-N,VLSHIBYUEOPPRX-UHFFFAOYNA-N,WAEXKFONHRHFBZ-JOWILDCANA-N,WAEXKFONHRHFBZ-ZXDZBKESSA-N"
"1444","331.2091","724.72","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","23570.82","13962.95","27179.35","27472.63","10957.99","20085.75","16276.84","14459.58","25075.35","11679.79","positive","No Fragments","1,2,3-Tris(1-ethoxyethoxy)propane","NSVOKCWMHBVBIU-UHFFFAOYNA-N"
"1445","301.1511","613.46","27067.13","20090.63","21443.04","26868.71","19133.56","25343.54","26284.82","25308.96","19023.97","23056.42","2716.42","1651.5","3310.09","3990.4","2412.84","2579.28","2412.1","2545.94","1903.94","3208.24","positive","No Fragments","Gamma-glutamyl-Hydroxyproline,Glutaminyl-Hydroxyproline,Hydroxyprolyl-Gamma-glutamate,Hydroxyprolyl-Glutamine,Linatine","BCLVLAZXTOULCD-UHFFFAOYSA-N,HNXKAWFNQGNMNH-UHFFFAOYSA-N,KWWHDNLMGLRNRN-NKWVEPMBSA-N,KWWHDNLMGLRNRN-UHFFFAOYSA-N,NPKNLZYTSOWNFP-UHFFFAOYSA-N"
"1446","302.0847","602.15","9973.29","7119.13","7889.35","9938.81","5955.68","7436.07","11220.28","9633.07","11547.86","9818.06","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","positive","No Fragments","3-Deoxy-D-manno-octulosonate,Suprofen,Tiaprofenic acid","GUHPRPJDBZHYCJ-UHFFFAOYSA-N,KYQCXUMVJGMDNG-SHUUEZRQSA-N,MDKGKXOCJGEUJW-UHFFFAOYSA-N"
"1447","199.1079","428.93","18685.12","7338.85","10546.99","7677.33","NA","6912.83","NA","NA","NA","NA","21801.33","16863.6","26932.39","25727.06","17068.23","20346.84","18163.01","17986","20966.63","17785.25","positive","No Fragments","2-Hydroxyethylclavam,3-Methylcrotonylglycine,Ethadione,Metharbital,Paramethadione,Tiglylglycine","FWJKNZONDWOGMI-UHFFFAOYSA-N,PFWQSHXPNKRLIV-UHFFFAOYSA-N,SIGSNYAYBSJATD-UHFFFAOYSA-N,UEGDICIJUUEIOL-FSPLSTOPSA-N,VQASKUSHBVDKGU-UHFFFAOYSA-N,WRUSVQOKJIDBLP-HWKANZROSA-N"
"1448","233.9677","1437.05","16131.11","20088.53","19515.25","24270.81","22563.52","21261.41","16652.81","18311.53","18576.39","17250.21","24696.52","24047.54","20960.99","25630.46","17646.34","24865.15","22406.06","21205.5","24788.96","24813.11","positive","No Fragments","",""
"1449","274.9445","1434.85","5000.89","3615.61","5230.24","5644.88","4361.98","5473.48","4771.97","5793.09","5501.99","3663.89","5248.34","5993.36","5874.96","4743.83","4334.9","5738.88","4370.63","5795.82","4675.41","5216.38","positive","No Fragments","",""
"1450","289.1509","1150.57","25666.44","17323.6","19645.56","15227.96","12037.74","11163.7","13654.27","13375.86","10513.74","13093.98","7078.35","5267.4","8343.29","7466.92","3545.17","5225.49","6183.25","5162.59","6091.47","4777.75","positive","No Fragments","Gamma-glutamyl-Threonine,Glutaminyl-Threonine,Threoninyl-Gamma-glutamate,Threoninyl-Glutamine","BTVBLYICTTUOEJ-UHFFFAOYSA-N,BWUHENPAEMNGQJ-UHFFFAOYSA-N,HHSJMSCOLJVTCX-UHFFFAOYSA-N"
"1451","224.1281","693.33","17178.55","10697.87","11197.76","14313.11","8348.75","10979.59","9294.69","10385.79","10924.75","12416.75","17460.3","17381.03","20801.16","24757.35","15750.05","17115.18","24565.08","18026.44","20520.63","10487.46","positive","No Fragments","(+/-)-Asarinol B,(-)-5-oxo-1,2-campholide,(±)-threo-Anethole glycol,10-oxo-5,8-decadienoic acid,2,4,5-Trimethoxytoluene,2-Ethoxy-4-(methoxymethyl)phenol,2-Oxo-delta3-4,5,5-trimethylcyclopentenylacetate,3,4,5-Trimethoxytoluene,4-(Ethoxymethyl)-2-methoxyphenol,4-Ethyl-2,6-dimethoxyphenol,5-Oxo-1,2-campholide,5-oxo-7-decynoic acid,Amyl 2-furoate,Anhalonidine,Bis(2,3-epoxycyclopentyl)ether,Cerulenin,Dihydroconiferyl alcohol,Furfuryl isovalerate,Furfuryl pentanoate,Iridotrial,Isoamyl 2-furoate,Peperinic acid,Verimol J,[(1R)-2,2,3-Trimethyl-5-oxocyclopent-3-enyl]acetate,beta-Butoxyethyl nicotinate","ADAHGVUHKDNLEB-UHFFFAOYSA-N,BGJZMKPSRLHMME-UHFFFAOYSA-N,FKGUIBCHHSHJNQ-UHFFFAOYSA-N,FNEWGEWRECZWQM-UHFFFAOYSA-N,FPBZWZKAUPNMMV-UHFFFAOYSA-N,GVEZIHKRYBHEFX-NQQPLRFYSA-N,HRYAVTBTUKVHBU-UHFFFAOYSA-N,IZJRISIINLJVBU-UHFFFAOYSA-N,JHAZVELQNMEUTR-UHFFFAOYNA-N,JHNAOPCUAVPDKQ-UHFFFAOYSA-N,JYHUNGZMKMRIAT-UHFFFAOYSA-N,KCIZTNZGSBSSRM-UHFFFAOYSA-N,KOCVACNWDMSLBM-UHFFFAOYSA-N,LBNWZGLSMCTAQB-UHFFFAOYNA-N,MRDZSBVJWOXBRW-NAJNNQRLNA-N,MWOMNLDJNQWJMK-UHFFFAOYSA-N,MZGVULWVGXGTIS-SMMBBOSVSA-N,PFGBAVLSGZLAAY-JYPFKNLRSA-N,PJWDIHUFLXQRFF-UHFFFAOYSA-N,PRNZAMQMBOFSJY-UHFFFAOYSA-N,SCGLOUANVXWSOO-OKTXDSFISA-N,UDJVKSCOEHSXBZ-QUBYGPBYSA-N,UDJVKSCOEHSXBZ-UHFFFAOYSA-N,UJJNLVMCZZZXFW-UHFFFAOYSA-N,UJJNLVMCZZZXFW-ZETCQYMHSA-N,UUJBBNSZJILFNT-UHFFFAOYSA-N"
"1452","216.6321","885.24","24733.45","4198.48","13066.9","4950.1","3932.89","4024.04","3213.85","4662.9","1510.63","2422.72","17986.41","12479.35","15604.44","21548.46","5254.76","13104.73","15320.37","11359.64","16420.02","12311.38","positive","No Fragments","",""
